CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
24025301201,Maryland,Harford County,0,1956,776,0,0.0,0.0,0,0,0,0,0,0,8.0,92917.0,0,0,0,0,0,0,0,0,,,,,,,1944.0,99.37,317.0,16.19,322.0,16.45,410.0,20.96,1815.0,92.79,69.0,3.53,20.0,1.02,0.0,0.0,11.0,0.56,29.0,1.48,24.0,1.23,0.0,0.0,8.0,1.09,1833.0,93.69,295.0,15.06,304.0,15.53,392.0,20.02,1710.0,87.43,64.0,3.29,19.0,0.97,0.0,0.0,11.0,0.56,28.0,1.43,23.0,1.18,0.0,0.0,8.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,324.0,412.0,1827.0,69.0,20.0,0.0,11.0,29.0,24.0,0.0,8.0
24025301202,Maryland,Harford County,1,6685,2519,0,0.0,0.0,0,0,0,0,0,0,9.0,106090.0,1,1,1,1,1,0,0,0,1205.0,5050.0,1205.0,96.0,578.0,96.0,5050.0,75.54,578.0,8.64,1503.0,22.48,417.0,6.24,4179.0,62.51,390.0,5.83,305.0,4.56,3.0,0.05,18.0,0.27,155.0,2.33,180.0,2.69,91.0,3.61,112.0,4.46,1205.0,18.03,96.0,1.43,391.0,5.84,51.0,0.76,936.0,14.01,132.0,1.98,85.0,1.26,0.0,0.0,5.0,0.07,48.0,0.71,49.0,0.73,21.0,0.82,26.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.0,1896.0,598.0,5559.0,500.0,380.0,7.0,22.0,217.0,280.0,137.0,178.0
24025301204,Maryland,Harford County,1,4299,1618,0,0.0,0.0,0,0,0,0,0,0,3.0,104886.0,1,1,1,1,1,0,0,0,1294.0,2900.0,1294.0,174.0,389.0,174.0,2900.0,67.47,389.0,9.05,818.0,19.03,113.0,2.64,2288.0,53.21,325.0,7.55,155.0,3.61,1.0,0.03,9.0,0.21,123.0,2.85,138.0,3.21,63.0,3.89,88.0,5.46,1294.0,30.1,174.0,4.04,375.0,8.71,51.0,1.18,1020.0,23.73,142.0,3.31,71.0,1.66,0.0,0.0,4.0,0.1,56.0,1.3,61.0,1.42,28.0,1.71,39.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,1203.0,178.0,3404.0,499.0,205.0,4.0,13.0,174.0,201.0,92.0,129.0
24025301205,Maryland,Harford County,1,4202,1757,0,0.0,0.0,0,0,0,0,0,0,2.4,100694.0,0,1,0,1,0,0,0,0,14.0,2475.0,14.0,3.0,321.0,3.0,2475.0,58.9,321.0,7.63,665.0,15.83,132.0,3.13,1976.0,47.02,329.0,7.83,77.0,1.83,5.0,0.11,3.0,0.08,86.0,2.04,110.0,2.61,29.0,1.63,58.0,3.3,14.0,0.33,3.0,0.06,3.0,0.08,1.0,0.03,11.0,0.27,1.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.02,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0,1045.0,363.0,3414.0,528.0,115.0,7.0,10.0,128.0,178.0,98.0,105.0
24025301301,Maryland,Harford County,1,4592,1730,0,12.0,0.26,0,0,0,0,0,0,10.5,91172.0,1,1,1,1,1,0,0,0,1590.0,3380.0,1590.0,286.0,748.0,286.0,3380.0,73.61,748.0,16.3,796.0,17.33,493.0,10.73,2467.0,53.71,675.0,14.7,139.0,3.02,1.0,0.02,16.0,0.35,83.0,1.8,92.0,2.01,24.0,1.37,148.0,8.53,1590.0,34.63,286.0,6.23,445.0,9.69,122.0,2.66,1040.0,22.64,413.0,8.99,83.0,1.8,1.0,0.01,6.0,0.13,49.0,1.06,50.0,1.09,3.0,0.17,63.0,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,1028.0,735.0,3535.0,760.0,154.0,1.0,19.0,123.0,128.0,58.0,212.0
24025301302,Maryland,Harford County,1,7424,2691,0,16.0,0.22,0,1,0,0,0,1,15.7,64126.0,0,1,0,1,0,0,0,0,,2624.0,,,691.0,,2624.0,35.35,691.0,9.31,805.0,10.85,116.0,1.56,1083.0,14.59,1234.0,16.62,41.0,0.56,4.0,0.05,8.0,0.11,254.0,3.42,214.0,2.89,76.0,2.82,289.0,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2335.0,350.0,2951.0,3695.0,119.0,12.0,15.0,632.0,569.0,270.0,767.0
24025301401,Maryland,Harford County,1,7512,3016,0,0.0,0.0,0,0,0,0,0,0,8.9,86008.0,1,1,1,1,1,0,0,0,2284.0,5150.0,2284.0,401.0,984.0,401.0,5150.0,68.55,984.0,13.1,1062.0,14.13,734.0,9.78,4206.0,55.99,703.0,9.36,99.0,1.32,3.0,0.04,10.0,0.13,129.0,1.71,185.0,2.46,50.0,1.64,96.0,3.19,2284.0,30.41,401.0,5.34,428.0,5.7,373.0,4.96,1919.0,25.54,265.0,3.53,45.0,0.6,1.0,0.01,3.0,0.05,52.0,0.69,80.0,1.07,25.0,0.83,45.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.0,1633.0,1011.0,6001.0,1129.0,138.0,6.0,17.0,221.0,279.0,67.0,140.0
24025301402,Maryland,Harford County,1,2398,887,0,0.0,0.0,0,0,0,0,0,0,11.7,83438.0,1,1,1,1,1,0,0,0,2398.0,2398.0,2398.0,564.0,564.0,564.0,2398.0,100.0,564.0,23.51,517.0,21.56,311.0,12.97,1911.0,79.69,381.0,15.89,50.0,2.09,0.0,0.0,9.0,0.38,47.0,1.96,51.0,2.13,0.0,0.0,49.0,5.58,2398.0,100.0,564.0,23.51,517.0,21.56,311.0,12.97,1911.0,79.69,381.0,15.89,50.0,2.09,0.0,0.0,9.0,0.38,47.0,1.96,51.0,2.13,0.0,0.0,49.0,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,517.0,311.0,1911.0,381.0,50.0,0.0,9.0,47.0,51.0,0.0,54.0
24025301601,Maryland,Harford County,1,6420,2257,0,19.0,0.3,1,1,1,1,1,1,20.3,57019.0,1,1,1,1,1,0,0,1,1042.0,5622.0,1042.0,570.0,2489.0,570.0,5622.0,87.57,2489.0,38.77,1858.0,28.94,445.0,6.93,2438.0,37.97,2628.0,40.93,73.0,1.13,9.0,0.14,17.0,0.26,458.0,7.13,418.0,6.51,262.0,11.61,439.0,19.43,1042.0,16.23,570.0,8.87,352.0,5.48,95.0,1.48,444.0,6.92,509.0,7.92,19.0,0.29,0.0,0.0,2.0,0.03,68.0,1.06,65.0,1.01,75.0,3.3,86.0,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988.0,2104.0,535.0,2878.0,2902.0,80.0,9.0,18.0,533.0,503.0,282.0,464.0
24025301602,Maryland,Harford County,1,7899,2651,0,24.0,0.3,0,0,0,0,0,0,5.5,87656.0,1,1,1,1,1,0,0,0,4134.0,5884.0,4134.0,972.0,1418.0,972.0,5884.0,74.5,1418.0,17.95,1679.0,21.26,381.0,4.83,2911.0,36.85,2480.0,31.39,138.0,1.75,15.0,0.19,25.0,0.31,316.0,4.0,315.0,3.99,38.0,1.43,246.0,9.28,4134.0,52.33,972.0,12.3,1177.0,14.9,261.0,3.31,2165.0,27.41,1641.0,20.77,83.0,1.05,14.0,0.18,18.0,0.23,213.0,2.7,237.0,3.0,30.0,1.12,172.0,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.0,2133.0,658.0,4257.0,2987.0,179.0,20.0,31.0,425.0,451.0,44.0,340.0
24025301702,Maryland,Harford County,1,7884,3026,0,30.0,0.38,0,0,0,0,0,0,6.9,88655.0,1,1,1,1,1,0,0,0,4283.0,6785.0,4283.0,863.0,1352.0,863.0,6785.0,86.06,1352.0,17.15,1669.0,21.17,521.0,6.61,4168.0,52.87,1952.0,24.76,259.0,3.28,4.0,0.05,20.0,0.26,381.0,4.83,376.0,4.76,59.0,1.95,93.0,3.08,4283.0,54.32,863.0,10.94,998.0,12.66,401.0,5.08,2836.0,35.97,1080.0,13.7,151.0,1.92,3.0,0.04,4.0,0.05,209.0,2.64,204.0,2.58,25.0,0.81,59.0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.0,1961.0,579.0,4888.0,2210.0,298.0,4.0,26.0,458.0,465.0,74.0,121.0
24025301703,Maryland,Harford County,1,4804,1620,0,1.0,0.02,0,0,0,0,0,0,3.5,126477.0,1,1,1,1,1,0,0,0,4189.0,4803.0,4189.0,438.0,506.0,438.0,4803.0,99.98,506.0,10.53,1307.0,27.22,347.0,7.22,3162.0,65.82,1243.0,25.87,190.0,3.96,1.0,0.02,14.0,0.29,193.0,4.02,172.0,3.58,71.0,4.35,60.0,3.72,4189.0,87.19,438.0,9.12,1160.0,24.15,272.0,5.66,2733.0,56.88,1101.0,22.91,171.0,3.55,1.0,0.02,14.0,0.29,170.0,3.54,153.0,3.17,60.0,3.72,52.0,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,1308.0,347.0,3163.0,1243.0,190.0,1.0,14.0,193.0,172.0,71.0,61.0
24025301704,Maryland,Harford County,1,3599,1374,0,107.0,2.97,0,0,0,0,0,0,7.4,89125.0,0,1,0,1,0,0,0,0,12.0,1894.0,12.0,1.0,163.0,1.0,1894.0,52.62,163.0,4.53,488.0,13.55,163.0,4.52,1356.0,37.69,422.0,11.71,32.0,0.9,1.0,0.03,11.0,0.3,72.0,2.0,84.0,2.33,0.0,0.0,34.0,2.47,12.0,0.33,1.0,0.01,3.0,0.08,1.0,0.02,9.0,0.26,2.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.01,0.0,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,929.0,239.0,2473.0,851.0,103.0,1.0,17.0,154.0,206.0,0.0,72.0
24025302100,Maryland,Harford County,0,2137,793,0,0.0,0.0,0,0,0,0,0,0,5.6,119250.0,0,0,0,0,0,0,0,0,,,,,,,2137.0,100.0,178.0,8.32,448.0,20.96,340.0,15.91,2019.0,94.48,39.0,1.82,33.0,1.54,0.0,0.0,9.0,0.42,37.0,1.73,25.0,1.17,19.0,2.45,22.0,2.73,2137.0,100.0,178.0,8.32,448.0,20.96,340.0,15.91,2019.0,94.48,39.0,1.82,33.0,1.54,0.0,0.0,9.0,0.42,37.0,1.73,25.0,1.17,19.0,2.45,22.0,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,448.0,340.0,2019.0,39.0,33.0,0.0,9.0,37.0,25.0,19.0,21.0
24025302200,Maryland,Harford County,0,2535,977,0,8.0,0.32,0,0,0,0,0,0,10.9,100848.0,0,0,0,0,0,0,0,0,,,,,,,2529.0,99.75,704.0,27.75,450.0,17.77,520.0,20.5,2284.0,90.08,155.0,6.13,34.0,1.33,1.0,0.04,8.0,0.32,47.0,1.85,39.0,1.53,13.0,1.28,106.0,10.82,2183.0,86.1,614.0,24.2,394.0,15.55,453.0,17.86,1979.0,78.08,131.0,5.16,25.0,0.98,0.0,0.0,8.0,0.32,40.0,1.57,34.0,1.33,11.0,1.07,92.0,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,451.0,520.0,2289.0,156.0,34.0,1.0,8.0,47.0,39.0,16.0,128.0
24025302400,Maryland,Harford County,1,2663,1098,0,8.0,0.3,0,0,0,0,0,0,16.9,81927.0,1,1,1,1,1,0,0,0,2648.0,2663.0,2648.0,873.0,879.0,873.0,2663.0,100.0,879.0,33.01,627.0,23.54,378.0,14.19,1916.0,71.95,588.0,22.08,29.0,1.09,1.0,0.04,14.0,0.53,115.0,4.32,90.0,3.38,87.0,7.94,348.0,31.74,2648.0,99.42,873.0,32.77,623.0,23.41,375.0,14.08,1903.0,71.45,588.0,22.07,27.0,1.03,1.0,0.04,14.0,0.53,115.0,4.31,89.0,3.35,86.0,7.87,346.0,31.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.0,627.0,378.0,1916.0,588.0,29.0,1.0,14.0,115.0,90.0,92.0,444.0
24025302801,Maryland,Harford County,1,3687,1417,0,0.0,0.0,0,0,0,0,0,0,7.0,84271.0,1,1,1,1,1,0,0,0,1253.0,2912.0,1253.0,278.0,649.0,278.0,2912.0,78.98,649.0,17.61,638.0,17.3,450.0,12.21,2088.0,56.64,542.0,14.69,92.0,2.51,4.0,0.11,10.0,0.27,176.0,4.77,129.0,3.49,11.0,0.79,143.0,10.11,1253.0,33.98,278.0,7.55,265.0,7.2,203.0,5.5,960.0,26.04,172.0,4.65,27.0,0.74,3.0,0.08,6.0,0.16,85.0,2.31,70.0,1.89,4.0,0.27,64.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,779.0,640.0,2685.0,654.0,122.0,5.0,11.0,210.0,156.0,48.0,188.0
24025302802,Maryland,Harford County,1,4551,1883,0,26.0,0.57,0,0,0,0,1,0,16.3,81250.0,0,1,0,1,0,0,0,1,2.0,2776.0,2.0,1.0,795.0,1.0,2776.0,60.99,795.0,17.47,621.0,13.64,439.0,9.65,1538.0,33.81,991.0,21.78,68.0,1.49,6.0,0.13,12.0,0.25,161.0,3.53,181.0,3.97,174.0,9.22,161.0,8.55,2.0,0.05,1.0,0.01,0.0,0.01,0.0,0.01,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.0,1039.0,665.0,2496.0,1547.0,170.0,17.0,22.0,299.0,317.0,300.0,317.0
24025302901,Maryland,Harford County,1,2628,974,0,42.0,1.6,1,1,1,1,1,1,34.7,31875.0,1,1,1,1,1,0,0,1,2497.0,2628.0,2497.0,1633.0,1715.0,1633.0,2628.0,100.0,1715.0,65.26,880.0,33.49,176.0,6.7,1469.0,55.9,898.0,34.17,20.0,0.76,9.0,0.34,11.0,0.42,221.0,8.41,128.0,4.87,154.0,15.81,443.0,45.47,2497.0,95.01,1633.0,62.14,851.0,32.39,169.0,6.42,1396.0,53.11,856.0,32.58,19.0,0.74,5.0,0.19,9.0,0.34,211.0,8.04,127.0,4.84,143.0,14.7,419.0,42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0,880.0,176.0,1469.0,898.0,20.0,9.0,11.0,221.0,128.0,167.0,477.0
24025302902,Maryland,Harford County,1,4549,1742,0,0.0,0.0,0,1,0,1,1,1,16.3,71641.0,0,1,0,1,0,0,0,1,122.0,2628.0,122.0,45.0,894.0,45.0,2628.0,57.78,894.0,19.66,668.0,14.68,266.0,5.85,1589.0,34.93,755.0,16.59,59.0,1.29,17.0,0.38,14.0,0.31,195.0,4.28,129.0,2.83,117.0,6.7,182.0,10.44,122.0,2.69,45.0,0.99,35.0,0.77,11.0,0.23,58.0,1.27,49.0,1.08,2.0,0.04,0.0,0.0,2.0,0.04,12.0,0.26,5.0,0.12,4.0,0.24,8.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.0,1064.0,526.0,2632.0,1447.0,111.0,21.0,21.0,317.0,227.0,215.0,319.0
24025303101,Maryland,Harford County,0,5976,2049,0,30.0,0.5,0,0,0,0,0,0,3.6,114611.0,0,0,0,0,0,0,0,0,,,,,,,5929.0,99.21,576.0,9.64,1665.0,27.86,608.0,10.17,5435.0,90.94,235.0,3.94,128.0,2.14,0.0,0.0,7.0,0.12,124.0,2.07,156.0,2.61,34.0,1.65,68.0,3.33,4865.0,81.41,525.0,8.78,1341.0,22.43,528.0,8.83,4467.0,74.75,191.0,3.2,96.0,1.6,0.0,0.0,6.0,0.1,105.0,1.76,134.0,2.24,28.0,1.36,57.0,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,1673.0,617.0,5480.0,236.0,128.0,0.0,7.0,125.0,158.0,36.0,74.0
24025303102,Maryland,Harford County,0,2783,935,0,0.0,0.0,0,0,0,0,0,0,1.1,145000.0,0,0,0,0,0,0,0,0,,,,,,,2427.0,87.2,134.0,4.82,606.0,21.77,378.0,13.57,2256.0,81.06,59.0,2.11,47.0,1.68,6.0,0.21,7.0,0.24,53.0,1.9,57.0,2.06,5.0,0.53,0.0,0.0,1944.0,69.87,100.0,3.61,471.0,16.92,313.0,11.26,1806.0,64.89,44.0,1.58,37.0,1.34,6.0,0.2,6.0,0.21,46.0,1.64,50.0,1.81,4.0,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,701.0,421.0,2590.0,68.0,54.0,6.0,7.0,58.0,61.0,6.0,0.0
24025303201,Maryland,Harford County,1,5859,1905,0,3.0,0.05,0,0,0,0,0,0,5.3,129421.0,1,1,1,1,1,0,0,0,3301.0,5557.0,3301.0,384.0,626.0,384.0,5557.0,94.85,626.0,10.69,1620.0,27.66,502.0,8.58,5251.0,89.62,127.0,2.17,94.0,1.6,0.0,0.0,6.0,0.1,80.0,1.36,117.0,1.99,14.0,0.71,64.0,3.35,3301.0,56.35,384.0,6.55,906.0,15.46,326.0,5.56,3145.0,53.67,76.0,1.3,36.0,0.61,0.0,0.0,3.0,0.05,42.0,0.71,70.0,1.19,14.0,0.71,38.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,1707.0,533.0,5532.0,132.0,98.0,0.0,6.0,91.0,131.0,12.0,65.0
24025303203,Maryland,Harford County,1,3479,1378,0,100.0,2.87,0,0,0,0,0,0,6.9,116125.0,0,1,0,1,0,0,0,0,,1458.0,,,295.0,,1458.0,41.92,295.0,8.48,367.0,10.55,276.0,7.92,1356.0,38.99,50.0,1.44,16.0,0.46,0.0,0.0,0.0,0.01,35.0,1.02,57.0,1.63,15.0,1.11,42.0,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,872.0,695.0,3259.0,96.0,51.0,0.0,3.0,70.0,105.0,100.0,101.0
24025303204,Maryland,Harford County,1,4584,1691,0,142.0,3.1,0,0,0,0,0,0,1.9,111111.0,0,1,0,1,0,0,0,0,104.0,1965.0,104.0,4.0,84.0,4.0,1965.0,42.87,84.0,1.84,541.0,11.81,176.0,3.84,1872.0,40.83,29.0,0.62,36.0,0.79,0.0,0.0,7.0,0.14,22.0,0.49,24.0,0.52,14.0,0.82,6.0,0.33,104.0,2.27,4.0,0.08,22.0,0.48,14.0,0.3,101.0,2.2,0.0,0.0,2.0,0.04,0.0,0.0,1.0,0.01,1.0,0.02,1.0,0.01,1.0,0.04,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,1108.0,729.0,4264.0,137.0,100.0,1.0,8.0,74.0,59.0,75.0,15.0
24025303205,Maryland,Harford County,1,1482,487,0,0.0,0.0,0,0,0,0,0,0,5.4,153000.0,1,1,1,1,1,0,0,0,1415.0,1482.0,1415.0,140.0,147.0,140.0,1482.0,100.0,147.0,9.91,399.0,26.92,175.0,11.81,1420.0,95.82,21.0,1.42,16.0,1.08,0.0,0.0,2.0,0.13,23.0,1.55,22.0,1.48,0.0,0.0,0.0,0.0,1415.0,95.5,140.0,9.47,384.0,25.93,163.0,11.03,1354.0,91.34,21.0,1.42,16.0,1.08,0.0,0.0,2.0,0.11,23.0,1.55,22.0,1.48,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,399.0,175.0,1420.0,21.0,16.0,0.0,2.0,23.0,22.0,0.0,0.0
24025303206,Maryland,Harford County,1,3474,1186,0,0.0,0.0,0,0,0,0,0,0,4.7,121250.0,1,1,1,1,1,0,0,0,766.0,2550.0,766.0,0.0,214.0,0.0,2550.0,73.39,214.0,6.16,668.0,19.22,278.0,7.99,2438.0,70.18,42.0,1.21,36.0,1.04,0.0,0.0,3.0,0.08,30.0,0.88,53.0,1.53,13.0,1.11,0.0,0.0,766.0,22.05,0.0,0.01,210.0,6.06,111.0,3.18,743.0,21.39,7.0,0.21,10.0,0.29,0.0,0.0,1.0,0.03,5.0,0.14,8.0,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,914.0,422.0,3317.0,59.0,46.0,0.0,3.0,49.0,81.0,23.0,0.0
24025303300,Maryland,Harford County,1,6096,2127,0,1.0,0.02,0,0,0,0,0,0,3.1,119798.0,1,1,1,1,1,0,0,0,5907.0,6092.0,5907.0,497.0,521.0,497.0,6092.0,99.94,521.0,8.55,1464.0,24.02,1027.0,16.85,5841.0,95.81,67.0,1.1,85.0,1.39,0.0,0.0,14.0,0.23,85.0,1.4,82.0,1.35,11.0,0.53,23.0,1.08,5907.0,96.9,497.0,8.16,1425.0,23.38,993.0,16.3,5663.0,92.89,65.0,1.07,85.0,1.39,0.0,0.0,14.0,0.23,80.0,1.32,75.0,1.23,9.0,0.44,22.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,1465.0,1028.0,5844.0,67.0,85.0,0.0,14.0,86.0,83.0,15.0,24.0
24025303400,Maryland,Harford County,1,4207,1489,0,0.0,0.0,0,0,0,0,0,0,3.2,124457.0,1,1,1,1,1,0,0,0,1306.0,2895.0,1306.0,123.0,259.0,123.0,2895.0,68.82,259.0,6.14,575.0,13.68,610.0,14.5,2769.0,65.83,47.0,1.12,37.0,0.88,0.0,0.0,10.0,0.24,32.0,0.75,40.0,0.96,0.0,0.0,14.0,0.96,1306.0,31.05,123.0,2.92,244.0,5.8,292.0,6.93,1247.0,29.65,23.0,0.55,18.0,0.43,0.0,0.0,6.0,0.14,12.0,0.28,14.0,0.33,0.0,0.0,7.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,959.0,744.0,3931.0,101.0,93.0,0.0,12.0,70.0,74.0,0.0,21.0
24025303501,Maryland,Harford County,1,6490,2506,0,215.0,3.31,0,0,0,0,1,0,5.5,121473.0,1,1,1,1,1,0,0,1,1166.0,4854.0,1166.0,218.0,897.0,218.0,4854.0,74.79,897.0,13.82,1105.0,17.02,1103.0,17.0,4352.0,67.06,200.0,3.09,200.0,3.09,2.0,0.03,2.0,0.04,97.0,1.49,100.0,1.54,267.0,10.67,95.0,3.78,1166.0,17.96,218.0,3.36,317.0,4.88,189.0,2.92,1004.0,15.47,62.0,0.96,68.0,1.05,0.0,0.0,1.0,0.01,31.0,0.47,34.0,0.52,60.0,2.38,22.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,1443.0,1459.0,5830.0,260.0,255.0,2.0,4.0,139.0,140.0,423.0,142.0
24025303502,Maryland,Harford County,1,3680,1317,0,25.0,0.68,0,0,0,0,0,0,3.9,105875.0,1,1,1,1,1,0,0,0,3032.0,3671.0,3032.0,290.0,376.0,290.0,3671.0,99.76,376.0,10.2,913.0,24.8,380.0,10.33,3438.0,93.43,115.0,3.12,51.0,1.39,0.0,0.0,3.0,0.08,64.0,1.74,67.0,1.82,43.0,3.29,20.0,1.53,3032.0,82.39,290.0,7.87,783.0,21.28,266.0,7.23,2836.0,77.05,97.0,2.64,45.0,1.23,0.0,0.0,2.0,0.06,52.0,1.41,53.0,1.44,35.0,2.63,16.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,913.0,385.0,3447.0,115.0,51.0,0.0,3.0,64.0,67.0,40.0,20.0
24025303602,Maryland,Harford County,1,3799,1371,0,0.0,0.0,0,0,0,0,0,0,2.1,132125.0,1,1,1,1,1,0,0,0,1296.0,3731.0,1296.0,37.0,264.0,37.0,3731.0,98.22,264.0,6.94,849.0,22.35,609.0,16.02,3482.0,91.66,69.0,1.81,100.0,2.62,3.0,0.08,6.0,0.16,72.0,1.9,74.0,1.95,31.0,2.28,26.0,1.88,1296.0,34.13,37.0,0.99,269.0,7.08,247.0,6.51,1223.0,32.2,18.0,0.48,31.0,0.81,3.0,0.08,2.0,0.05,19.0,0.51,22.0,0.58,14.0,1.0,9.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,864.0,618.0,3546.0,70.0,101.0,3.0,6.0,73.0,74.0,32.0,26.0
